"","X","id","institution_code","star","flag","scientificName","collectors","collectors_parsed","collector_number_prefix","collector_number","collector_number_suffix","early_julian_day","late_julian_day","verbatim_date","county","elevation","locality","locality_parsed","geocoded","longitude","latitude","datum","georeference_source","township_range_section","error_radius","error_radius_units","current_name","current_name_binomial","current_genus","current_species","clade","dataset","cloned_geocode","jepson_flag","flagged_record_corrected","maxent_index","naturalised","cultivated","possible_mislabel","exclude_species","jepson_flag_october","new_flag","exclude_clade","x_epsg_3310","y_epsg_3310","Tave_wt","Tave_sp","Tave_sm","Tave_at","Tmin_wt","Tmax_sm","PPT_wt","PPT_sp","PPT_sm","PPT_at","MAT","MWMT","MCMT","TD","MAP","MSP","AHM","SHM","DD5","DD_0","NFFD","bFFP","eFFP","FFP","PAS","EMT","EXT","Eref","CMD","MAR","RH","year","aet","cwd","cwd_gs","pet","ppt","soil_mean","soil_min","srad","swe_max","tmax","tmin","vpd_max","vpd_spr","vpd_gs"
"258",4949,"SD171858","","","","Quercus douglasii","E. R. Blakely","E. R. Blakely","","5472","","10/6/1962","10/6/1962","6-Oct-62","Los Angeles","1175 ft","   Santa Catalina Island, head of Bullrush Canyon","Santa Catalina Island, head of Bullrush Canyon","yes",-118.4082,33.3307,"WGS84","New Biogeomancer","",353,"m","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.718646178,NA,NA,NA,NA,"no",NA,NA,148297.116026772,-519133.368716209,13,14.3,19.5,17.8,8.7,23.9,159,72,4,54,16.1,20.9,12.6,8.3,289,17,90.5,1203.9,4078,9,365,0,365,365,0,0.8,39,1033,758,15.4,73,1962,264.6,938.1,113.1,1202.7,287.5,25.125,12.2,201.616666666667,0,24,9.7,0.8,0.55,0.655
"259",4965,"UCD45629","","","","Quercus douglasii","R. Collins","R. Collins","","1112","","5/13/1984","5/13/1984","05 13 1984","Amador","","   Amador County: Jasper-Werner Properties. NW of Ione","Amador County: Jasper-Werner Properties. Northwest of Ione","yes",-120.9608,38.3667,"WGS84","GoogleMaps via BerkeleyMapper","",5.379,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.040790275,NA,NA,NA,NA,"no",NA,NA,-83845.6900386833,39369.804026077,8.2,14.7,23.8,17,3.4,33.6,255,152,10,134,15.9,25.1,7,18,551,33,47,762.1,4028,29,339,52,339,286,3,-12,43.4,1320,975,16.8,57,1984,528.5,886.6,132.55,1414.9,584.8,148.558333333333,52.8,199.108333333333,0,35,3.3,2.4,1.13,1.78666666666667
"260",4991,"SBBG58992","","","","Quercus douglasii","R. Hoffmann","R. Hoffmann","","","","9/22/1927","9/22/1927","Sep 22 1927","Los Angeles","","   Sandberg's","Sandberg's","yes",-118.709,34.741,"NAD83","Terrain Nav. v. 8.7","",2000,"m","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.109993086,NA,NA,NA,NA,"no",NA,NA,118145.453196659,-363137.325141065,6.7,11.6,22.5,15.4,1.7,30.3,191,98,8,60,14.1,24.2,6.3,17.9,356,32,67.5,762.7,3394,45,316,83,325,242,4,-14.6,42.2,1227,939,17.6,61,1927,291,1173.3,156.966666666667,1464.3,330.7,20.4833333333333,7.7,215.358333333333,0,29.9,2.40000000000001,2.11,0.86,1.49833333333333
"261",4992,"SBBG58995","","","","Quercus douglasii","W. B. Holt","W. B. Holt","","576","","11/7/1940","11/7/1940","Nov 7 1940","Los Angeles","","   Ridge Route (US Hwy 99)","Ridge Route (US Highway 99)","yes",-118.8999,34.88,"WGS84","GoogleEarth / USGS topo (copied from SBBG58994)","",7.3,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.120750981,NA,NA,NA,NA,"no",NA,NA,100497.108211315,-347927.95625553,7,12.1,22.5,15.7,1.9,30.8,154,92,5,59,14.3,24,6.6,17.4,310,24,78.6,1006.7,3482,41,317,84,327,243,3,-14.4,41.7,1267,986,18.5,59,1940,313.9,1151.1,157.05,1465.3,363.7,20.6583333333333,7.2,212.883333333333,0,30.3,1.7,2.14,0.89,1.545
"264",5265,"A344323","","","","Quercus douglasii","M. E. P. McCowen","M. E. P. McCowen","","80","","1894-10-1","1894-11-1","1894-10","Mendocino","","   Ukiah","Ukiah","yes",-123.2056,39.1448,"NAD27","Terrain Navigator (inferred) (copied from UC885069)","",2.012,"mi","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.118295016,NA,NA,NA,NA,"no",NA,NA,-276769.396669503,130112.181064296,8.3,13,21.4,15.9,2.5,32.1,497,211,10,228,14.6,22.4,7.6,14.8,945,45,26.1,495,3568,29,321,84,321,238,6,-13.2,44.1,1315,911,16.1,52,1894,631,615.6,94,1246.8,999.8,188.916666666667,57.3,187,0,32.1,2.40000000000001,1.87,0.84,1.38833333333333
"265",5266,"A344325","","","","Quercus douglasii","M. E. P. McCowen","M. E. P. McCowen","","81","","1894-10-1","1894-11-1","1894-10","Mendocino","","   Potter Valley","Potter Valley","yes",-123.1197,39.3271,"WGS84","GoogleMaps via BerkeleyMapper","",1.6,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.16810395,NA,NA,NA,NA,"no",NA,NA,-268689.026425811,150113.630944041,7.6,12.4,21.3,15.3,1.5,32,537,235,12,260,14.2,22.4,7,15.4,1044,60,23.1,376.4,3405,35,305,101,311,210,9,-15.4,43.6,1309,874,16.3,50,1894,605.1,647.4,99.2666666666667,1252.6,956.6,176.55,52.3,187.275,0,33.3,1.10000000000001,2.02,0.875,1.47666666666667
"266",5267,"A344324","","","","Quercus douglasii","M. E. P. McCowen","M. E. P. McCowen","","79","","1894-10-1","1894-11-1","1894-10","Mendocino","","   hills around Ukiah","hills around Ukiah","yes",-123.2161,39.1423,"WGS84","GoogleMaps via BerkeleyMapper","",2.769,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.091776358,NA,NA,NA,NA,"no",NA,NA,-277685.035916482,129865.196051002,8.1,12.8,21.3,15.8,2.5,31.9,520,225,10,240,14.5,22.3,7.5,14.8,994,47,24.6,479.7,3519,31,321,85,322,237,7,-13.2,43.9,1299,893,16.4,52,1894,646.4,547.8,84.05,1193.9,1110.7,203.55,61.4,186.783333333333,0,30.7,2.10000000000001,1.69,0.725,1.23833333333333
"267",5272,"A344344","","","","Quercus douglasii","A. Eastwood","A. Eastwood","","77","","1894-9-9","1894-9-9","1894-09-09","Placer","","   New Castle","Newcastle","yes",-121.1322,38.8742,"WGS84","Geolocate (copied from UC18537)","",3.36,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.047184712,NA,NA,NA,NA,"no",NA,NA,-98128.8617584613,95943.0248040296,7.7,13.9,23.6,16.6,2.7,32.9,358,196,13,182,15.5,25,6.7,18.3,750,47,33.9,535,3875,33,331,65,333,268,6,-13.3,43.1,1279,899,17,57,1894,604.2,783.2,118.433333333333,1387.3,715.9,179.425,60.1,197.25,0,34,3.2,2.31,1.09,1.72333333333333
"268",5277,"A344376","","","","Quercus douglasii","J. W. Blankinship","J. W. Blankinship","","","","1893-6-9","1893-6-9","1893-06-09","Mendocino","","   Round Valley","Round Valley","yes",-123.2477,39.7938,"WGS84","GoogleMaps via BerkeleyMapper","",5.807,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.227124749,NA,NA,NA,NA,"no",NA,NA,-277932.925886339,202311.572104226,6.5,12.1,21.5,14.9,0.5,33.1,546,245,14,266,13.8,22.8,5.7,17.1,1071,63,22.2,360.3,3289,46,291,113,303,190,14,-17.7,44.1,1326,897,16.2,49,1893,603.2,602.8,94.0666666666667,1206.2,1097,180.733333333333,51.1,184.175,0.1,33.6,-0.299999999999997,2.08,0.86,1.49833333333333
"269",5278,"A344378","","","","Quercus douglasii","J. W. Congdon","J. W. Congdon","","","","1882-10-1","1882-11-1","1882-10","Mariposa","","   Mariposa","Mariposa","yes",-119.9653,37.485,"WGS84","Geolocate (copied from UC21808)","",3.5,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.062120194,NA,NA,NA,NA,"no",NA,NA,3064.07416518619,-59069.351997728,7.4,12.7,23.6,16.1,1,33.1,380,203,11,161,14.9,25.1,6.7,18.4,754,43,33,581.9,3694,37,305,96,317,221,6,-16.7,43.8,1337,934,18.5,53,1882,670.3,808.1,118.966666666667,1478.4,818.5,199.783333333333,63.7,206.025,0,34.6,1.40000000000001,2.57,1.025,1.82166666666667
"270",5281,"CHSC104826","","","","Quercus douglasii","Lowell Ahart","Lowell Ahart","","16762","","6/1/2010","6/1/2010","06 01 2010","Butte","567 ft","   On the north side of the Guardians Trail, about 1/8 mile west of the power lines, Upper Bidwell Park, about 1 3/4 miles (air) east of Chico","On the north side of the Guardians Trail, ca. 0.125 mile west of the power lines, Upper Bidwell Park, ca. 1.75 miles (air) east of Chico","yes",-121.7597222,39.77027778,"","Coordinates from specimen label","22N02E16",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.045179075,NA,NA,NA,NA,"no",NA,NA,-150663.498075611,196335.63252146,8.3,14.9,24.8,17.7,3.5,34.1,432,213,18,197,16.4,26.2,7.2,18.9,861,57,30.7,461.4,4223,28,341,51,341,289,5,-11.9,43.8,1291,900,17,58,2010,603.7,860.1,128.366666666667,1463.7,737.3,148.908333333333,44.5,192.075,0,35.6,2.8,2.71,1.235,2.01
"271",5286,"A344383","","","","Quercus douglasii","A. A. Heller","A. A. Heller","","10688","","3/9/1913","3/9/1913","3/9/1913","Butte","","   Hills two miles north of Oroville","Hills 2 miles north of Oroville","yes",-121.5839,39.5377,"NAD27","Terrain Navigator (copied from UC176384)","",4.008,"miles","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.040759929,NA,NA,NA,NA,"no",NA,NA,-136043.175026726,170231.794417924,8.3,15,24.8,17.3,3.2,34.4,364,170,12,174,16.4,26.3,7.1,19.2,720,42,36.6,619.4,4191,28,337,55,336,281,4,-12.5,43.5,1317,939,16.7,57,1913,622.3,854.4,127.483333333333,1476.5,705.2,182.516666666667,61.2,193.475,0,36.1,3.3,2.76,1.26,2.03333333333333
"272",5287,"A344382","","","","Quercus douglasii","A. A. Heller","A. A. Heller","","11145","","10/1/1913","10/1/1913","10/1/1913","Butte","","   Hills near Big Chico creek, east of Chico","Hills near Big Chico creek, east of Chico","yes",-121.7776,39.7678,"WGS84","Geolocate","",1,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.041044929,NA,NA,NA,NA,"no",NA,NA,-152199.13827939,196088.944795943,8.2,15,24.8,17.5,3.2,34.2,390,192,17,179,16.4,26.1,7.1,19,778,52,33.9,498.9,4200,29,338,56,337,282,5,-12.3,43.8,1304,924,16.9,57,1913,603.7,860.1,128.366666666667,1463.7,737.3,148.908333333333,44.5,192.075,0,35.6,2.8,2.71,1.235,2.01
"273",5299,"CHSC3255","","","","Quercus douglasii","Virginia Hagaman","Virginia Hagaman","","135","","4/23/1966","4/23/1966","04 23 1966","Butte","","   6 miles north of Chico on highway 32 at edge of road","6 miles north of Chico on highway 32 at edge of road","yes",-121.7319444,39.77805556,"NAD83","Coordinates added by herbarium","",1,"mi.","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.065007865,NA,NA,NA,NA,"no",NA,NA,-148269.706318399,197155.831831535,8.6,14.7,24.8,17.9,4,33.7,502,251,20,228,16.5,26.2,7.5,18.7,1001,64,26.5,407.6,4238,26,345,44,345,301,5,-10.8,43.6,1253,842,17.1,61,1966,652.1,789.2,118.65,1441.2,847.7,170.641666666667,51.8,192.391666666667,0,34.9,2.90000000000001,2.64,1.18,1.94666666666667
"274",5326,"CAS878771","","","","Quercus douglasii","Lowell Ahart","Lowell Ahart","s.n.","","","5/12/1979","5/12/1979","12-May-79","Butte","50 m","   Peter Ahart Ranch, Honcut.","Peter Ahart Ranch, Honcut","yes",-121.5064,39.3606,"NAD83"," (copied from CHSC31815)","",1,"mi.","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.055725018,NA,NA,NA,NA,"no",NA,NA,-129699.855670871,150445.830429141,8.3,15.3,25,17.4,3.5,34.5,311,147,11,150,16.5,26.4,7.1,19.3,619,39,42.9,677.9,4250,28,340,51,337,286,4,-11.9,43.6,1320,968,16.8,58,1979,601,850.2,127.05,1451.4,677.2,179.041666666667,60.6,194.166666666667,0,35.8,3.3,2.63,1.24,1.94833333333333
"275",5385,"CAS761775","","","","Quercus douglasii","Clare R. Wheeler","Clare R. Wheeler","","1449","","4/29/1980","4/29/1980","29 April '80","Mendocino","1400 ft","   Middle Fork Eel River 3 miles SW of confluence with Black Butte River","Middle Fork Eel River - 3 miles Southwest of confluence with Black Butte River","yes",-123.1341,39.8137,"WGS84","GoogleMaps via BerkeleyMapper","",730,"m","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.148803462,NA,NA,NA,NA,"no",NA,NA,-268141.75354465,204194.083178088,6.2,11.5,21.2,14.7,0.4,32.3,533,257,15,284,13.4,22.5,5.5,17,1089,71,21.5,317.4,3166,52,290,114,308,194,16,-17.6,43.3,1278,839,15.9,51,1980,590.8,626.9,97.45,1217.7,1075,166.641666666667,46.7,184.991666666667,0.1,33.8,-0.299999999999997,2.15,0.865,1.545
"276",5386,"CAS761774","","","","Quercus douglasii","Clare R. Wheeler","Clare R. Wheeler","","1528","","4/30/1980","4/30/1980","30-Apr-80","Mendocino","1100 ft","   Middle Fork Eel River ca 1.5 mi. SE of Salmon Creek. SE of Round Valley","Middle Fork Eel River ca. 1.5 miles Southeast of Salmon Creek - Southeast of Round Valley","yes",-123.1577,39.6843,"WGS84","GoogleMaps via BerkeleyMapper (copied from CAS815447)","",500,"m","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.129174214,NA,NA,NA,NA,"no",NA,NA,-270638.889281667,189892.058630673,6.5,11.6,21.3,15,1,32.4,581,263,15,291,13.6,22.6,5.9,16.7,1151,67,20.5,339.2,3231,48,298,110,313,202,15,-16.3,43.4,1284,850,16.7,52,1980,599.2,605.2,94.0166666666667,1204,1090.2,175.275,49.6,185.558333333333,0,33.1,-0.399999999999991,2.03,0.835,1.46166666666667
"277",5390,"CAS761779","","","","Quercus douglasii","Clare R. Wheeler","Clare R. Wheeler","","3117","","7/8/1982","7/8/1982","8-Jul-82","Mendocino","2500 ft","   Leech Lake Mountain Road. 3.3 miles N of Mendocino Pass Road. Near McIssac Road","Leech Lake Mountain Road. 3.3 miles North of Mendocino Pass Road. Near McIssac Road","yes",-123.0886,39.8449,"WGS84","GoogleMaps via BerkeleyMapper ","",1,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.222336489,NA,NA,NA,NA,"no",NA,NA,-264137.430080484,207530.800125504,5.5,10.7,21,14.2,0.3,30.6,583,283,19,306,12.9,22.4,5,17.4,1190,80,19.2,278.7,3009,62,289,115,312,197,24,-17.8,41.7,1180,730,18.1,55,1982,609.9,526.9,82.5833333333333,1137,1303.6,168.908333333333,46.7,184.658333333333,0.2,30.4,-0.5,1.79,0.68,1.26666666666667
"278",5393,"UC1196514","","","","Quercus douglasii","Joseph P. Tracy","Joseph P. Tracy","","16175","","11/13/1938","11/13/1938","Nov 13 1938","Mendocino","1000 ft","   7 mi s Hopland (on the hihgway towards junction at McDonald's)","7 miles south of Hopland (on the hihgway towards junction at McDonald's)","yes",-123.08814,38.901047,"NAD27","Terrain Navigator","",0.331,"miles","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.124221312,NA,NA,NA,NA,"no",NA,NA,-267513.916379018,102698.280694856,8.1,12.7,21.2,15.9,2.7,31,562,242,10,254,14.5,22.2,7.5,14.7,1067,47,22.9,477,3516,30,325,79,328,248,7,-12.7,43.2,1263,854,15.9,55,1938,630,589,89.8833333333333,1218.9,1051.9,192.091666666667,57.8,187.9,0,31.2,2,1.77,0.73,1.25666666666667
"279",5398,"UCSB64125","","","","Quercus douglasii","John Tucker","John Tucker","-2305","3","","10/13/1951","10/13/1951","10/13/1951","Mendocino","","   University of California Hopland Field Station, in the ""cattle-guard pasture","University of California Hopland Field Station, in the ""cattle-guard pasture","yes",-123.0842,39.0014,"WGS84","Geolocate (copied from SD225774)","",1.4,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.089400397,NA,NA,NA,NA,"no",NA,NA,-266809.947557812,113835.180199564,8,12.6,21.3,15.8,2.5,31.4,505,213,8,241,14.4,22.4,7.4,15,968,44,25.2,507.5,3497,32,321,85,324,239,7,-13.1,43.4,1275,878,16.2,54,1951,618.4,621.3,94.95,1239.6,999.7,183.391666666667,54.8,187.716666666667,0,32.1,1.8,1.91,0.79,1.36666666666667
"280",5410,"CDA20381","","","","Quercus douglasii","P. Akers","P. Akers","s.n.","","","4/14/2002","4/14/2002","April 14 2002","Placer","","  Northern California E end of Clarke Tunnel Rd, N of Penryn.","Northern California East end of Clarke Tunnel Road, North of Penryn.","yes",-121.2166667,38.88333333,"","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.059207414,NA,NA,NA,NA,"no",NA,NA,-105436.256747956,97048.7913322863,8,14.5,24.1,17,3.1,33.5,302,160,10,152,15.9,25.4,6.9,18.5,625,38,41.4,670.8,4034,30,336,56,336,280,4,-12.4,43.1,1301,948,16.6,57,2002,544.4,869.8,130.983333333333,1414.2,622.4,151.508333333333,50.8,196.716666666667,0,34.9,3.7,2.44,1.155,1.81166666666667
"281",5426,"UC176364","","","","Quercus douglasii","A. A. Heller","A. A. Heller","","10688","","3/9/1913","3/9/1913","Mar 9 1913","Butte","","   2 mi n Oroville","2 miles north of Oroville","yes",-121.58393,39.537663,"NAD27","Terrain Navigator","",4.008,"miles","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.040759929,NA,NA,NA,NA,"no",NA,NA,-136045.820209029,170227.726658891,8.3,15,24.8,17.3,3.2,34.4,364,170,12,174,16.4,26.3,7.1,19.2,720,42,36.6,619.4,4191,28,337,55,336,281,4,-12.5,43.5,1317,939,16.7,57,1913,622.3,854.4,127.483333333333,1476.5,705.2,182.516666666667,61.2,193.475,0,36.1,3.3,2.76,1.26,2.03333333333333
"282",5479,"JEPS113133","","","","Quercus douglasii","Lowell Ahart","Lowell Ahart","","13600","","3/28/2007","3/28/2007","03 28 2007","Butte","168 ft","   West of North Honcut Creek, about 2 1/2 miles north and 2 2/3 miles east of Honcut, about 12 miles southeast of Oroville","West of North of Honcut Creek, ca. 2.5 miles north of and 2.6 miles east of Honcut, ca. 12 miles southeast of Oroville","yes",-121.489716,39.36472,"","","17N04E02",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.057666251,NA,NA,NA,NA,"no",NA,NA,-128256.30145057,150880.924379913,8.3,15.3,25,17.5,3.5,34.5,321,152,11,154,16.5,26.4,7.1,19.3,638,40,41.6,658.5,4248,28,340,51,337,287,4,-12,43.6,1319,964,16.8,58,2007,630.9,830.5,124.466666666667,1461.4,723.2,192.283333333333,64.7,194.191666666667,0,36,3.3,2.71,1.245,1.995
"283",5482,"CDA20378","","","","Quercus douglasii","P. Akers","P. Akers","s.n.","","","5/5/2002","5/5/2002","May 05 2002","Butte","962 ft.","  Northern California Road to Table Mtn from Oroville.","Northern California Road to Table Mountains from Oroville.","yes",-121.55,39.58333333,"","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.083570416,NA,NA,NA,NA,"no",NA,NA,-133048.828498937,175253.633987099,8.5,14.2,24.4,17.4,3.5,33.3,525,266,17,239,16.1,26,7.6,18.5,1047,67,24.9,390.7,4104,27,340,51,341,289,6,-11.9,42.9,1255,825,17.4,59,2002,711.2,750.6,112.7,1461.6,876.3,223.283333333333,72.9,193.333333333333,0,35.6,3.3,2.75,1.205,2.01166666666667
"284",5491,"CAS84052","","","","Quercus douglasii","A. Kellogg, W. G. W. Harford","A. Kellogg, W. G. W. Harford","","911","","","","1868-9","Mendocino","","   Ukiah","Ukiah","yes",-123.199,39.1506,"WGS84","GoogleMaps via BerkeleyMapper (copied from CAS84055) ","",5.825,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.079590503,NA,NA,NA,NA,"no",NA,NA,-276178.02759276,130737.171203203,8.3,13,21.4,15.9,2.5,32.2,490,207,10,224,14.6,22.4,7.6,14.8,932,45,26.4,499.9,3572,29,321,84,321,237,6,-13.3,44.1,1318,917,16.2,52,NA,631,615.6,94,1246.8,999.8,188.916666666667,57.3,187,0,32.1,2.40000000000001,1.87,0.84,1.38833333333333
"285",5524,"UC405482","","","","Quercus douglasii","W. P. Taylor","W. P. Taylor","","","","7/22/1913","7/22/1913","Jul 22 1913","Mendocino","","   3 mi s Covelo","3 miles south of Covelo","yes",-123.247284,39.747765,"NAD27","Terrain Navigator (inferred)","",1.465,"miles","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.214277399,NA,NA,NA,NA,"no",NA,NA,-278072.486853007,197198.697109611,6.6,12,21.2,14.9,0.8,32.6,586,260,16,283,13.7,22.5,5.9,16.7,1145,69,20.7,326,3259,46,296,111,308,197,15,-17.1,43.8,1306,867,16,50,1913,611.3,585.1,91.1166666666667,1196.5,1132.3,185.5,52.8,184.708333333333,0.1,33.1,-0.299999999999997,2,0.835,1.44666666666667
"286",5531,"DS509774","","","","Quercus douglasii","Robert F. Thorne, P. Everett","Robert F. Thorne, P. Everett","","33672","","4/15/1964","4/15/1964","15-Apr-64","Mariposa","1400 ft","   Cathay rest area on Hwy 140","Cathay rest area on Highway 140","yes",-120.0873,37.4377,"WGS84","Geolocate","",275,"m","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.057763462,NA,NA,NA,NA,"no",NA,NA,-7713.59214813463,-64324.4185866094,7.9,13.6,24.5,16.9,1.9,34,271,158,10,122,15.7,26.1,7,19.1,560,33,46,801.9,3966,32,320,80,325,246,4,-15,44,1358,989,17.6,54,1964,551.7,950.8,139.7,1502.4,617.6,145.083333333333,49.8,205.383333333333,0,35.7,2,2.68,1.125,1.95666666666667
"287",5571,"RSA169323","","","","Quercus douglasii","L. S. Rose","L. S. Rose","","64042","","4/28/1964","4/28/1964","Apr 28 1964","Mariposa","671 m","   4 miles E of Mormon Bar.","4 miles East of Mormon Bar","yes",-119.8807,37.4624,"WGS84","Geolocate (copied from CAS575792)","",300,"m","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.05836418,NA,NA,NA,NA,"no",NA,NA,10537.569361281,-61575.593213188,7.5,12.8,23.7,16.2,1.1,33.1,371,201,11,151,15,25.1,6.9,18.3,733,43,34.1,585.4,3727,36,307,94,318,223,6,-16.4,43.7,1339,940,18.1,53,1964,672.4,798.7,117.933333333333,1471,853.8,191.125,58.6,206.675,0,34.2,1.2,2.52,1,1.77166666666667
"288",5603,"SD113994","","","","Quercus douglasii","Darley F. Howe","Darley F. Howe","","2974","","9/18/1960","9/18/1960","18-Sep-60","Placer","1700 ft","   4 miles north of Auburn","4 miles north of Auburn.","yes",-121.0748,38.9883,"WGS84","Geolocate","",2.654,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.078788631,NA,NA,NA,NA,"no",NA,NA,-93010.4013868797,108566.23576578,7.4,12.9,23.1,16.1,1.9,32.1,438,238,12,222,14.9,24.6,6.6,18,910,51,27.4,482.6,3685,36,321,79,327,248,7,-14.7,42.8,1243,829,17.2,57,1960,733.1,635,96.7333333333333,1368,1023.4,241.433333333333,80.1,197.441666666667,0,33.1,2.10000000000001,2.27,0.995,1.66833333333333
